,Region/Country/Area,"Population, density and surface area",Year,Series,Value,Footnotes,Source
453,143,Central Asia,2024,Population aged 0 to 14 years old (percentage),31.5,Projected estimate (medium fertility variant).;Calculated by the UN Statistics Division.,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2022 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2024."
454,143,Central Asia,2024,Population aged 60+ years old (percentage),9.9,Projected estimate (medium fertility variant).;Calculated by the UN Statistics Division.,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2022 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2024."
455,143,Central Asia,2024,Population density,20.9,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
456,30,Eastern Asia,2010,Population mid-year estimates (millions),"1,587.09",,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
457,30,Eastern Asia,2010,Population mid-year estimates for males (millions),807.83,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
458,30,Eastern Asia,2010,Population mid-year estimates for females (millions),779.26,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
459,30,Eastern Asia,2010,Sex ratio (males per 100 females),103.7,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2022 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2024."
460,30,Eastern Asia,2010,Population aged 0 to 14 years old (percentage),18.0,Calculated by the UN Statistics Division.,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2022 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2024."
461,30,Eastern Asia,2010,Population aged 60+ years old (percentage),14.4,Calculated by the UN Statistics Division.,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2022 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2024."
462,30,Eastern Asia,2010,Population density,134.6,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
463,30,Eastern Asia,2015,Population mid-year estimates (millions),"1,634.46",,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
464,30,Eastern Asia,2015,Population mid-year estimates for males (millions),831.54,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
465,30,Eastern Asia,2015,Population mid-year estimates for females (millions),802.93,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
466,30,Eastern Asia,2015,Sex ratio (males per 100 females),103.6,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2022 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2024."
467,30,Eastern Asia,2015,Population aged 0 to 14 years old (percentage),17.7,Calculated by the UN Statistics Division.,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2022 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2024."
468,30,Eastern Asia,2015,Population aged 60+ years old (percentage),17.1,Calculated by the UN Statistics Division.,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2022 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2024."
469,30,Eastern Asia,2015,Population density,138.6,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
470,30,Eastern Asia,2022,Population mid-year estimates (millions),"1,663.26",,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
471,30,Eastern Asia,2022,Population mid-year estimates for males (millions),843.96,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
472,30,Eastern Asia,2022,Population mid-year estimates for females (millions),819.30,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
473,30,Eastern Asia,2022,Sex ratio (males per 100 females),103.0,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2022 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2024."
474,30,Eastern Asia,2022,Population aged 0 to 14 years old (percentage),16.5,Calculated by the UN Statistics Division.,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2022 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2024."
475,30,Eastern Asia,2022,Population aged 60+ years old (percentage),20.2,Calculated by the UN Statistics Division.,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2022 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2024."
476,30,Eastern Asia,2022,Population density,141.1,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
477,30,Eastern Asia,2022,Surface area (thousand km2),"11,560",,"United Nations Statistics Division, New York, ""Demographic Yearbook 2021"" and the demographic statistics database, last accessed June 2022."
478,30,Eastern Asia,2024,Population mid-year estimates (millions),"1,656.12",Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
